PropType,Address,District,Nbhd,Style,Extwall,Stories,Year_Built,Nr_of_rms,Fin_sqft,Units,Bdrms,Fbath,Hbath,Lotsize,Sale_date,Sale_price
Residential,3474 N HUMBOLDT BL,3,3320,Dplx Bungalow,Brick,1.5,1929,0,2211,2,4,2,0,4720,2011-05,165000
Residential,3132 N BARTLETT AV,3,3150,Duplex O/S,Aluminum / Vinyl,2.0,1912,0,2291,2,4,2,0,3600,2011-05,210000
Residential,2117 E BRADFORD AV,3,3190,Duplex O/S,Frame,2.0,1907,0,2132,2,4,2,0,2220,2011-05,145000
Residential,2009 E KENWOOD BL,3,3160,Milwaukee Bungalow,Stucco,1.0,1916,0,2280,1,5,2,0,4800,2011-05,230000
Residential,2924 N SHEPARD AV,3,3060,Residence O/S,Brick,2.0,1913,0,4332,1,6,3,2,9600,2011-05,455000
Residential,3311 N BARTLETT AV,3,3150,Residence O/S,Aluminum / Vinyl,2.0,1904,0,1986,1,4,1,1,2550,2011-05,200000
Residential,3321 N SUMMIT AV,3,3060,Residence O/S,Frame,2.0,1889,0,1667,1,3,1,1,4800,2011-05,227000
Residential,2568 N FRATNEY ST,3,2890,Rm or Rooming House,Aluminum / Vinyl,1.0,1891,0,920,1,3,1,0,0,2011-05,85000
Residential,7321 N 97TH ST,5,440,Bi-Level,Frame,1.0,1984,0,1843,1,3,2,0,12001,2011-05,142500
Residential,3213 N 80TH ST,5,2100,Cape Cod,Brick,1.0,1950,0,1449,1,3,2,1,4720,2011-05,152000
Residential,3019 N 78TH ST,5,2080,Cape Cod,Brick,1.0,1945,0,1172,1,3,2,0,5120,2011-05,147500
Residential,8440 W TOWNSEND ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1952,0,1120,1,3,1,0,9000,2011-05,124000
Residential,3267 N 87TH ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1036,1,3,1,0,4800,2011-05,114800
Residential,3715 N 99TH ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1953,0,935,1,3,1,0,5060,2011-05,107000
Residential,3869 N 84TH ST,5,2040,Colonial,Masonry / Frame,2.0,1955,0,2310,1,4,1,2,8494,2011-05,143500
Residential,2790 N COLONIAL DR,5,2140,Ranch,Frame,1.0,1952,0,1320,1,3,1,1,8400,2011-05,169000
Residential,2854 N 86TH ST,5,2080,Ranch,Brick,1.0,1950,0,1206,1,3,2,0,6250,2011-05,160000
Residential,3904 N 86TH ST,5,2040,Ranch,Brick,1.0,1953,0,1200,1,3,1,1,6720,2011-05,127000
Residential,2909 N 88TH ST,5,2080,Ranch,Brick,1.0,1952,0,1176,1,3,1,0,5715,2011-05,136000
Residential,3231 N 94TH ST,5,2120,Ranch,Brick,1.0,1953,0,1125,1,2,1,1,6500,2011-05,130800
Residential,10321 W VERA AV,5,440,Ranch,Aluminum / Vinyl,1.0,1957,0,1123,1,3,1,1,21780,2011-05,166000
Residential,3630 N 81ST ST,5,2040,Ranch,Aluminum / Vinyl,1.0,1955,0,1067,1,3,1,0,5762,2011-05,124900
Residential,3851 N 80TH ST,5,2040,Ranch,Brick,1.0,1954,0,1036,1,3,1,1,7426,2011-05,105000
Residential,2620 N HUBBARD ST,6,2920,Milwaukee Bungalow,Aluminum / Vinyl,1.5,1916,0,1985,1,4,2,0,2870,2011-05,12500
Residential,2228 N 2ND ST,6,2910,Residence O/S,Frame,1.5,1898,0,1711,1,0,1,0,3775,2011-05,19000
Residential,116 W CONCORDIA AV,6,2900,Residence O/S,Aluminum / Vinyl,1.0,1900,0,1152,1,3,1,0,8360,2011-05,100500
Residential,2818 N 44TH ST,7,2510,Dplx Bungalow,Aluminum / Vinyl,2.0,1923,0,2207,2,4,2,0,4400,2011-05,55500
Residential,3220 N 28TH ST,7,2960,Dplx Bungalow,Aluminum / Vinyl,2.0,1915,0,2161,2,4,2,0,3600,2011-05,24000
Residential,2932 N 22ND ST,7,2950,Residence O/S,Aluminum / Vinyl,1.0,1893,0,1150,1,4,1,0,3750,2011-05,11500
Residential,3403 N 45TH ST,7,1840,Tudor,Stone,1.0,1933,0,1971,1,4,2,0,6120,2011-05,125000
Residential,938 S 31ST ST,8,4060,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1922,0,1326,1,4,1,0,3780,2011-05,82500
Residential,3401 W HAYES AV,8,4000,Residence O/S,Aluminum / Vinyl,1.0,1900,0,1278,1,3,1,0,3600,2011-05,81500
Residential,814 S 37TH ST,8,4060,Residence O/S,Aluminum / Vinyl,1.0,1895,0,944,1,2,1,0,3540,2011-05,65000
Residential,6569 N 52ND ST,9,560,Cape Cod,Frame,1.0,1940,0,1173,1,4,1,0,9353,2011-05,44000
Residential,2820 N 75TH ST,10,2080,Cape Cod,Stone,1.0,1948,0,1785,1,4,1,1,4982,2011-05,194000
Residential,157 S 81ST ST,10,2720,Cape Cod,Aluminum / Vinyl,1.5,1948,0,1418,1,4,2,0,6210,2011-05,156582
Residential,2854 N LEFEBER AV,10,1980,Cape Cod,Stone,1.0,1946,0,1149,1,3,1,0,7440,2011-05,155600
Residential,300 N 63RD ST,10,2700,Cape Cod,Stucco,1.0,1952,0,1095,1,4,2,0,4860,2011-05,131500
Residential,7222 W NASH ST,10,1940,Cape Cod,Aluminum / Vinyl,1.0,1952,0,992,1,3,1,0,6000,2011-05,105000
Residential,6903 W MELVINA ST,10,1940,Cape Cod,Aluminum / Vinyl,1.0,1953,0,984,1,3,1,0,7434,2011-05,59000
Residential,5005 W WASHINGTON BL,10,2580,Colonial,Brick,2.0,1924,0,4137,1,5,3,0,9030,2011-05,380000
Residential,1806 N 51ST ST,10,2540,Dplx Bungalow,Stucco,2.0,1915,0,2883,2,4,2,0,5160,2011-05,149000
Residential,6219 W RICHMOND AV,10,1870,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1927,0,1512,1,4,2,0,7335,2011-05,106200
Residential,7724 W DIXON ST,10,2720,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1506,1,2,2,0,4945,2011-05,160000
Residential,9317 W BLUE MOUND RD,10,2760,Ranch,Aluminum / Vinyl,1.0,1953,0,1068,1,3,1,0,5450,2011-05,135000
Residential,9331 W ST PAUL AV,10,2760,Ranch,Aluminum / Vinyl,1.0,1954,0,1008,1,3,1,0,5687,2011-05,119000
Residential,9032 W PARK HILL AV,10,2760,Ranch,Aluminum / Vinyl,1.0,1951,0,768,1,2,1,0,6786,2011-05,109500
Residential,7348 W POTOMAC AV,10,1940,Ranch,Aluminum / Vinyl,1.0,1953,0,720,1,2,1,1,5760,2011-05,65000
Residential,2793 N 71ST ST,10,1980,Tudor,Stone,1.5,1940,0,1890,1,3,2,1,5400,2011-05,235000
Residential,5528 W AUER AV,10,1850,Tudor,Stone,1.0,1936,0,1819,1,3,2,0,4800,2011-05,140000
Residential,2560 S 71ST ST,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1946,0,795,1,2,1,0,5000,2011-05,92000
Residential,2935 S 60TH ST,11,4240,Dplx Bungalow,Aluminum / Vinyl,1.5,1925,0,2174,2,4,3,0,9620,2011-05,182000
Residential,3444 S 60TH ST,11,4420,Duplex N/S,Brick,2.0,1958,0,2528,2,6,2,0,6720,2011-05,150000
Residential,3045 S 48TH ST,11,4320,Duplex N/S,Masonry / Frame,2.0,1971,0,2496,2,5,2,1,4960,2011-05,136500
Residential,3864 S 78TH ST,11,4340,Duplex O/S,Aluminum / Vinyl,1.5,1890,0,2058,2,5,3,0,6120,2011-05,185000
Residential,3007 S 38TH ST,11,4320,Milwaukee Bungalow,Brick,1.0,1929,0,1865,1,3,1,1,4836,2011-05,168000
Residential,2913 S 34TH ST,11,4000,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1928,0,1000,1,3,1,0,5625,2011-05,119000
Residential,5560 W JERELYN PL,11,4280,Ranch,Brick,1.0,1955,0,1600,1,4,1,1,7150,2011-05,188000
Residential,5601 W ANDOVER RD,11,4280,Ranch,Brick,1.0,1958,0,1399,1,3,2,1,7877,2011-05,136000
Residential,3600 S 90TH ST,11,4350,Ranch,Brick,1.0,1959,0,1230,1,3,1,1,6650,2011-05,140000
Residential,3651 S 93RD ST,11,4340,Ranch,Aluminum / Vinyl,1.0,1967,0,1216,1,3,1,1,6550,2011-05,154000
Residential,3352 S 80TH ST,11,4340,Ranch,Brick,1.0,1958,0,1114,1,3,1,0,8113,2011-05,114900
Residential,3501 S MASSACHUSETTS AV,11,4330,Ranch,Aluminum / Vinyl,1.0,1958,0,1078,1,3,1,1,7250,2011-05,122000
Residential,8326 W HOLT AV,11,4340,Ranch,Aluminum / Vinyl,1.0,1958,0,1072,1,3,1,0,5520,2011-05,125000
Residential,3300 S 84TH ST,11,4340,Ranch,Brick,1.0,1956,0,1064,1,3,1,1,8400,2011-05,155000
Residential,2860 S 61ST ST,11,4240,Ranch,Aluminum / Vinyl,1.0,1957,0,1026,1,3,1,0,6270,2011-05,94000
Residential,6708 W EUCLID AV,11,4380,Ranch,Aluminum / Vinyl,1.0,1954,0,989,1,3,1,0,5720,2011-05,86700
Residential,6811 W VERONA CT,11,4310,Ranch,Aluminum / Vinyl,1.0,1955,0,984,1,3,1,0,7192,2011-05,122000
Residential,7312 W EDEN PL,11,4330,Ranch,Brick,1.0,1958,0,910,1,2,1,0,7260,2011-05,92000
Residential,6409 W EUCLID AV,11,4380,Ranch,Aluminum / Vinyl,1.0,1953,0,879,1,3,1,1,6120,2011-05,95000
Residential,3228 S 68TH ST,11,4380,Ranch,Aluminum / Vinyl,1.0,1953,0,879,1,3,1,1,7680,2011-05,101000
Residential,3734 S 91ST ST,11,4350,Residence O/S,Aluminum / Vinyl,1.5,1934,0,1138,1,3,1,0,7980,2011-05,122500
Residential,614 S 6TH ST,12,4020,Cottage,Frame,1.0,1900,0,1088,1,2,1,1,3500,2011-05,48000
Residential,4236 S 1ST ST,13,4700,Cape Cod,Aluminum / Vinyl,1.0,1940,0,1283,1,3,1,0,4674,2011-05,119000
Residential,1828 W EDGERTON AV,13,4780,Ranch,Brick,1.0,1962,0,1325,1,3,1,1,7200,2011-05,150000
Residential,4460 S 1ST ST,13,4740,Ranch,Brick,1.0,1955,0,1198,1,3,1,1,8400,2011-05,146900
Residential,1827 W EDGERTON AV,13,4780,Ranch,Stone,1.0,1964,0,1100,1,2,1,1,7260,2011-05,123500
Residential,5591 S HONEY CREEK DR,13,4840,Ranch,Aluminum / Vinyl,1.0,1960,0,1084,1,3,1,0,7590,2011-05,137500
Residential,3838 S 15TH PL,13,4520,Ranch,Aluminum / Vinyl,1.0,1946,0,681,1,2,1,0,4800,2011-05,75000
Residential,161 W SAVELAND AV,13,4620,Residence O/S,Frame,1.5,1929,0,1184,1,3,1,0,5004,2011-05,148200
Residential,3212 S BURRELL ST,14,4580,Cape Cod,Aluminum / Vinyl,1.0,1944,0,1140,1,3,1,1,6048,2011-05,122700
Residential,3013-A S 9TH PL,14,4180,Dplx Bungalow,Frame,2.0,1920,0,2096,2,4,2,0,3660,2011-05,85700
Residential,2585 S HOWELL AV,14,4910,Duplex O/S,Aluminum / Vinyl,2.0,1892,0,2741,2,3,2,0,6313,2011-05,173500
Residential,2816 S 14TH ST,14,4180,Duplex O/S,Aluminum / Vinyl,2.0,1919,0,1616,2,4,2,0,4200,2011-05,110000
Residential,3832 S KANSAS AV,14,4620,Duplex O/S,Aluminum / Vinyl,1.5,1942,0,1215,2,3,2,0,5000,2011-05,135650
Residential,2821 E OKLAHOMA AV,14,4600,Milwaukee Bungalow,Stone,1.0,1926,0,1539,1,3,1,0,3870,2011-05,200000
Residential,2924 S MABBETT AV,14,4540,Residence O/S,Aluminum / Vinyl,1.5,1927,0,1661,1,3,2,0,3600,2011-05,179000
Residential,2867 S LINEBARGER TR,14,4610,Residence O/S,Frame,1.0,1915,0,1430,1,3,1,1,9600,2011-05,180000
Residential,803 E OHIO AV,14,4580,Residence O/S,Aluminum / Vinyl,1.5,1926,0,1133,1,2,1,0,4800,2011-05,142000
Residential,2560 N 35TH ST,15,2400,Duplex O/S,Aluminum / Vinyl,2.0,1911,0,1973,2,4,2,0,3600,2011-05,33678
Residential,4548 N 24TH ST,1,1620,Cape Cod,Brick,1.5,1937,0,1247,1,3,1,1,7568,2011-06,85500
Residential,2626 W LINWAL LA,1,1340,Cape Cod,Frame,1.0,1941,0,1065,1,3,1,0,3710,2011-06,25000
Residential,5533-A N 39TH ST,1,1160,Duplex N/S,Brick,2.0,1954,0,2026,2,4,2,0,5400,2011-06,43000
Residential,2209 W SILVER SPRING DR,1,1200,Duplex N/S,Brick,2.0,1954,0,1810,2,6,2,0,6240,2011-06,96800
Residential,4912 N 54TH ST,1,1140,Milwaukee Bungalow,Brick,1.0,1926,0,1209,1,3,1,1,7560,2011-06,69300
Residential,4140 N 64TH ST,2,1490,Cape Cod,Stone,1.0,1952,0,1378,1,4,1,0,5460,2011-06,82500
Residential,4110 N 72ND ST,2,1480,Cape Cod,Stone,1.0,1942,0,1360,1,3,1,0,6000,2011-06,70000
Residential,5731 N 92ND ST,2,1020,Cape Cod,Aluminum / Vinyl,1.0,1956,0,1124,1,3,2,0,4800,2011-06,96000
Residential,9517 W RIO ST,2,50,Ranch,Frame,1.0,1962,0,1330,1,3,1,1,8448,2011-06,98000
Residential,4134 N 69TH ST,2,1480,Ranch,Aluminum / Vinyl,1.0,1956,0,988,1,3,1,0,6000,2011-06,69500
Residential,4763 N 71ST ST,2,1480,Ranch,Brick,1.0,1957,0,964,1,2,2,0,5240,2011-06,80000
Residential,3454 N MURRAY AV,3,3060,Colonial,Masonry / Frame,2.0,1926,0,2088,1,3,1,1,6650,2011-06,277000
Residential,3113 N DOUSMAN ST,3,3320,Dplx Bungalow,Aluminum / Vinyl,1.5,1927,0,1737,2,4,3,0,3600,2011-06,169000
Residential,2429 N WEIL ST,3,2890,Duplex O/S,Aluminum / Vinyl,2.0,1880,0,2686,2,6,2,0,3600,2011-06,145000
Residential,3043 N SHEPARD AV,3,3060,Mansion,Brick,2.0,1916,0,4123,1,4,3,2,8400,2011-06,645000
Residential,2516 E NEWBERRY BL,3,3060,Residence O/S,Brick,2.0,1910,0,5028,1,6,4,1,9750,2011-06,613750
Residential,2221 E NEWBERRY BL,3,3060,Residence O/S,Brick,2.0,1915,0,3618,1,3,2,1,9900,2011-06,505225
Residential,2719 N STOWELL AV,3,3170,Residence O/S,Frame,2.0,1904,0,2899,1,4,2,1,4880,2011-06,424000
Residential,2704 E LOCUST ST,3,3060,Residence O/S,Frame,2.0,1922,0,1344,1,3,1,1,3848,2011-06,265000
Residential,2457 N OAKLAND AV,3,3190,Triplex,Aluminum / Vinyl,2.0,1890,0,3036,3,5,3,0,3840,2011-06,237500
Residential,4705 N 77TH CT,5,1470,Cape Cod,Stone,1.0,1946,0,1902,1,3,2,1,10800,2011-06,140000
Residential,3317 N 81ST ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1951,0,1496,1,3,1,1,8256,2011-06,148500
Residential,2750 N 84TH ST,5,2080,Cape Cod,Stone,1.0,1952,0,1456,1,3,2,0,4995,2011-06,154400
Residential,2739 N 87TH ST,5,2080,Cape Cod,Aluminum / Vinyl,1.5,1949,0,1367,1,4,1,3,5400,2011-06,161900
Residential,2839 N 84TH ST,5,2080,Cape Cod,Brick,1.0,1948,0,1299,1,3,2,0,6500,2011-06,153000
Residential,3756 N 85TH ST,5,2040,Cape Cod,Brick,1.0,1955,0,1285,1,4,1,0,5120,2011-06,150000
Residential,3525 N 95TH ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1949,0,1190,1,4,1,1,6000,2011-06,89000
Residential,3714 N 97TH ST,5,2100,Cape Cod,Aluminum / Vinyl,1.0,1937,0,1143,1,2,1,2,5265,2011-06,115000
Residential,7802 W CENTER ST,5,2080,Cape Cod,Aluminum / Vinyl,1.0,1946,0,1068,1,3,1,0,5400,2011-06,96000
Residential,6180 N 117TH ST,5,780,Colonial,Aluminum / Vinyl,2.0,1993,0,2153,1,3,2,1,10530,2011-06,240500
Residential,7923 W RUBY AV,5,1470,Duplex N/S,Brick,2.0,1960,0,2524,2,6,2,0,6816,2011-06,135000
Residential,8220 W CONGRESS ST,5,1470,Duplex N/S,Masonry / Frame,1.5,1956,0,1733,2,3,2,1,5520,2011-06,77000
Residential,2969 N 76TH ST,5,2080,Duplex O/S,Aluminum / Vinyl,1.5,1910,0,2161,2,4,2,0,8625,2011-06,62000
Residential,10830 W BOBOLINK AV,5,780,Ranch,Brick,1.0,1965,0,1862,1,3,1,1,11371,2011-06,163800
Residential,10059 W FIEBRANTZ AV,5,1460,Ranch,Masonry / Frame,1.0,1962,0,1751,1,3,2,0,10875,2011-06,138000
Residential,8920 W GRANTOSA DR,5,1460,Ranch,Brick,1.0,1962,0,1345,1,4,1,1,4800,2011-06,80000
Residential,8427 W MELVINA ST,5,2040,Ranch,Brick,1.0,1959,0,1300,1,3,1,0,7250,2011-06,101000
Residential,8900 W GRANTOSA DR,5,1460,Ranch,Brick,1.0,1961,0,1221,1,3,1,1,4800,2011-06,103500
Residential,7712 W FIEBRANTZ AV,5,1470,Ranch,Aluminum / Vinyl,1.0,1956,0,1216,1,3,1,1,5994,2011-06,123000
Residential,11925 W MILL RD,5,780,Ranch,Aluminum / Vinyl,1.0,1976,0,1211,1,3,1,1,9455,2011-06,148500
Residential,4622 N 87TH ST,5,1460,Ranch,Aluminum / Vinyl,1.0,1959,0,1211,1,3,1,1,9024,2011-06,110000
Residential,6030 N RIVER TRAIL DR,5,780,Ranch,Aluminum / Vinyl,1.0,1971,0,1204,1,4,1,1,9825,2011-06,92000
Residential,4144 N 78TH ST,5,1470,Ranch,Masonry / Frame,1.0,1956,0,1114,1,3,2,0,6050,2011-06,137000
Residential,10340 W BIRCH AV,5,1040,Ranch,Aluminum / Vinyl,1.0,1956,0,1067,1,3,1,1,8400,2011-06,109900
Residential,10821 W JEFFREY LA,5,1040,Ranch,Aluminum / Vinyl,1.0,1957,0,958,1,3,1,0,7380,2011-06,75500
Residential,3442 N 95TH ST,5,2100,Ranch,Aluminum / Vinyl,1.0,1952,0,885,1,3,1,0,6000,2011-06,131500
Residential,3716 N 17TH ST,6,2860,Dplx Bungalow,Frame,2.0,1924,0,2206,2,4,2,0,4940,2011-06,39000
Residential,3466 N 3RD ST,6,2900,Duplex O/S,Aluminum / Vinyl,2.0,1908,0,2314,2,6,2,0,3210,2011-06,40000
Residential,3265 N 10TH ST,6,2850,Residence O/S,Aluminum / Vinyl,1.0,1908,0,1384,1,3,1,0,3750,2011-06,6500
Residential,604 E BURLEIGH ST,6,2800,Residence O/S,Aluminum / Vinyl,1.0,1904,0,1294,1,3,1,0,3450,2011-06,151000
Residential,3465 N 3RD ST,6,2900,Residence O/S,Aluminum / Vinyl,1.0,1905,0,1283,1,5,1,0,3990,2011-06,25656
Residential,3520 N 54TH BL,7,1830,Cape Cod,Stone,1.5,1936,0,2305,1,4,2,0,4920,2011-06,155000
Residential,3901 W MARION ST,7,1680,Ranch,Brick,1.0,1951,0,1261,1,2,1,1,7168,2011-06,46000
Residential,3772 N 56TH ST,7,1830,Residence O/S,Brick,1.5,1932,0,2051,1,4,1,1,4773,2011-06,101000
Residential,2961 N 27TH ST,7,2960,Residence O/S,Aluminum / Vinyl,1.0,1896,0,1488,1,5,2,0,7500,2011-06,32000
Residential,3166 N 48TH ST,7,1840,Tudor,Masonry / Frame,2.0,1936,0,1600,1,3,1,1,5250,2011-06,126000
Residential,2358 S 27TH ST,8,4120,Dplx Bungalow,Aluminum / Vinyl,2.0,1912,0,2516,2,5,2,0,4500,2011-06,79000
Residential,1733 S 29TH ST,8,4060,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1922,0,1270,1,4,2,0,5130,2011-06,97000
Residential,2358 S 32ND ST,8,4000,Residence O/S,Frame,1.0,1900,0,1034,1,3,1,0,3750,2011-06,73500
Residential,7920 N 55TH ST,9,360,Colonial,Masonry / Frame,2.0,1957,0,1679,1,4,1,1,10080,2011-06,155000
Residential,9339 N BURBANK AV,9,40,Ranch,Aluminum / Vinyl,1.0,1986,0,1409,1,3,1,1,7200,2011-06,150000
Residential,6925 N 90TH ST,9,480,Ranch,Aluminum / Vinyl,1.0,1980,0,1209,1,3,2,0,13651,2011-06,144500
Residential,10237 W TERRA AV,9,240,Ranch,Aluminum / Vinyl,1.0,1971,0,1200,1,4,1,1,15150,2011-06,130000
Residential,8112 W CLOVERNOOK ST,9,480,Ranch,Masonry / Frame,1.0,1957,0,1058,1,3,1,0,7797,2011-06,109000
Residential,6547 N 83RD ST,9,480,Ranch,Brick,1.0,1957,0,1051,1,3,1,0,7200,2011-06,90000
Residential,5207 W GREEN TREE RD,9,560,Ranch,Aluminum / Vinyl,1.0,1968,0,1018,1,3,1,0,4950,2011-06,86000
Residential,6433 W HUSTIS ST,9,520,Ranch,Frame,1.0,1964,0,1006,1,3,1,1,7208,2011-06,101500
Residential,6581 N 90TH ST,9,480,Ranch,Brick,1.0,1956,0,994,1,3,1,1,7200,2011-06,93000
Residential,5611 W FOUNTAIN AV,9,360,Split Level,Brick,1.0,1958,0,1858,1,3,1,1,12500,2011-06,123500
Residential,7100 W CODY CR,9,660,Townhouse,Aluminum / Vinyl,2.0,1966,0,2451,2,6,2,2,10260,2011-06,105600
Residential,221 N 50TH ST,10,2680,Cape Cod,Brick,1.5,1953,0,1791,1,4,2,1,6318,2011-06,250000
Residential,2600 N 60TH ST,10,2540,Cape Cod,Brick,1.0,1952,0,1657,1,3,2,0,4800,2011-06,138500
Residential,3613 N 61ST ST,10,1940,Cape Cod,Brick,1.0,1952,0,1134,1,3,2,0,5330,2011-06,114000
Residential,317 S 61ST ST,10,2710,Cape Cod,Aluminum / Vinyl,1.0,1948,0,1075,1,3,1,0,5040,2011-06,100000
Residential,6213 W DIXON ST,10,2710,Cottage,Aluminum / Vinyl,1.0,1917,0,686,1,2,1,0,2704,2011-06,89990
Residential,3019-A N 59TH ST,10,1860,Dplx Bungalow,Aluminum / Vinyl,1.5,1928,0,2261,2,4,2,0,4760,2011-06,58375
Residential,2953 N 60TH ST,10,1870,Dplx Bungalow,Frame,1.5,1928,0,1901,2,4,2,0,4800,2011-06,82500
Residential,1140 N 50TH PL,10,2610,Duplex-Cottage,Aluminum / Vinyl,1.5,1888,0,1740,2,4,2,0,3330,2011-06,50000
Residential,2136 N 58TH ST,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1922,0,1686,1,4,2,0,4510,2011-06,146500
Residential,2440 N 59TH ST,10,2540,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1925,0,1191,1,3,1,0,4760,2011-06,89000
Residential,527 N 93RD ST,10,2760,Ranch,Brick,1.0,1954,0,1125,1,3,2,0,10200,2011-06,182000
Residential,2714 N 67TH ST,10,1980,Ranch,Stone,1.0,1938,0,1115,1,2,1,0,5200,2011-06,122400
Residential,6217 W FAIRVIEW AV,10,2700,Residence O/S,Aluminum / Vinyl,1.0,1922,0,1066,1,3,1,0,4375,2011-06,92000
Residential,2443 N 53RD ST,10,2540,Residence O/S,Aluminum / Vinyl,1.0,1925,0,1023,1,4,1,0,3300,2011-06,17700
Residential,418 N 50TH ST,10,2680,Tudor,Brick,1.0,1926,0,1884,1,4,2,0,6683,2011-06,242500
Residential,3224 S 41ST ST,11,4410,Cape Cod,Aluminum / Vinyl,1.5,1954,0,1779,1,3,2,0,5043,2011-06,140000
Residential,2544 S 62ND ST,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1953,0,1498,1,4,2,0,4880,2011-06,124900
Residential,2815 S 46TH ST,11,4320,Cape Cod,Aluminum / Vinyl,1.0,1941,0,1121,1,3,1,0,5000,2011-06,126500
Residential,2961 S 55TH ST,11,4240,Cape Cod,Brick,1.0,1953,0,986,1,2,1,0,8976,2011-06,70000
Residential,2760 S 70TH ST,11,4240,Cape Cod,Aluminum / Vinyl,1.0,1952,0,953,1,3,1,0,5400,2011-06,97500
Residential,2940 S 46TH ST,11,4320,Cape Cod,Brick,1.0,1949,0,941,1,2,1,0,5480,2011-06,112000
Residential,2719 S 43RD ST,11,4320,Colonial,Aluminum / Vinyl,2.0,1928,0,2778,1,5,1,1,10240,2011-06,235350
Residential,3616 W MORGAN AV,11,4410,Colonial,Masonry / Frame,2.0,1940,0,2174,1,3,1,1,8400,2011-06,167000
Residential,6108 W STACK DR,11,4240,Duplex N/S,Aluminum / Vinyl,2.0,1957,0,2206,2,6,2,0,5000,2011-06,147000
Residential,3185 S 83RD ST,11,4340,Duplex N/S,Masonry / Frame,1.5,1964,0,2198,2,5,2,1,7450,2011-06,149000
Residential,3371 S PRINCETON AV,11,4410,Milwaukee Bungalow,Brick,1.5,1931,0,2252,1,3,1,1,6144,2011-06,195000
Residential,7115 W WEDGEWOOD DR,11,4330,Ranch,Aluminum / Vinyl,1.0,1955,0,1481,1,3,2,0,8250,2011-06,144000
Residential,3656 S 91ST ST,11,4350,Ranch,Aluminum / Vinyl,1.0,1938,0,1245,1,3,1,0,7980,2011-06,98000
Residential,3728 S 78TH ST,11,4340,Ranch,Aluminum / Vinyl,1.0,1957,0,1202,1,3,1,1,7623,2011-06,144900
Residential,6622 W EDEN PL,11,4420,Ranch,Brick,1.0,1956,0,1153,1,3,2,0,5500,2011-06,147000
Residential,3311 W MANITOBA ST,11,4320,Ranch,Brick,1.0,1957,0,1152,1,2,1,0,5280,2011-06,120000
Residential,7828 W TESCH AV,11,4340,Ranch,Aluminum / Vinyl,1.0,1971,0,1136,1,4,1,1,8472,2011-06,148000
Residential,3608 S 96TH ST,11,4340,Ranch,Frame,1.0,1964,0,1128,1,3,1,1,8100,2011-06,90000
Residential,6712 W HOWARD AV,11,4420,Ranch,Brick,1.0,1955,0,1112,1,3,1,0,6000,2011-06,115000
Residential,3145 S 50TH ST,11,4420,Ranch,Aluminum / Vinyl,1.0,1953,0,1076,1,3,1,0,9625,2011-06,127500
Residential,3310 S 68TH ST,11,4380,Ranch,Stone,1.0,1940,0,1054,1,2,2,0,7440,2011-06,142000
Residential,2801 S 63RD ST,11,4240,Ranch,Aluminum / Vinyl,1.0,1957,0,1040,1,3,1,0,8160,2011-06,108000
Residential,2851 S 67TH ST,11,4240,Ranch,Aluminum / Vinyl,1.0,1956,0,1019,1,3,1,0,6120,2011-06,110900
Residential,8205 W WILBUR AV,11,4340,Ranch,Frame,1.0,1956,0,995,1,3,1,0,7200,2011-06,143400
Residential,3600 S 84TH ST,11,4340,Ranch,Brick,1.0,1955,0,924,1,3,1,0,6150,2011-06,113000
Residential,3847 S 50TH ST,11,4420,Ranch,Aluminum / Vinyl,1.0,1955,0,876,1,3,1,0,5684,2011-06,150000
Residential,3333 S 64TH ST,11,4380,Ranch,Aluminum / Vinyl,1.0,1953,0,770,1,2,2,0,9520,2011-06,96000
Residential,4630 S HOWELL AV,13,4720,Cape Cod,Stone,1.0,1942,0,1561,1,4,2,0,9324,2011-06,140000
Residential,3744 S 24TH ST,13,4360,Cape Cod,Aluminum / Vinyl,1.0,1950,0,1253,1,3,2,0,5805,2011-06,146000
Residential,3651 S 16TH ST,13,4520,Duplex N/S,Stone,1.5,1953,0,2103,2,4,2,0,4640,2011-06,144400
Residential,2957 S 15TH ST,13,4180,Milwaukee Bungalow,Aluminum / Vinyl,1.0,1923,0,1239,1,3,2,0,3600,2011-06,95000
Residential,2305 W EDGERTON AV,13,4780,Ranch,Brick,1.0,1964,0,1724,1,3,1,1,15717,2011-06,180000
Residential,5416 S 24TH ST,13,4780,Ranch,Aluminum / Vinyl,1.0,1968,0,1503,1,4,1,1,9576,2011-06,150000
Residential,5369 S 24TH ST,13,4780,Ranch,Brick,1.0,1969,0,1329,1,3,2,1,7540,2011-06,189500
